"","x1","x2","x3","x4","x5","x6","x7","x8","x9","provision"
"69",1.3490956274965e-12,4593.18813275586,1948.42185664864,14406.1754855164,12877.6653668481,41365.3871322665,139205.886285297,303818.415281803,701190.113835402,1219405.25337654
"70",9.56215406953991e-10,1614.55104723768,675.163526941703,29935.8009585453,9143.12936382313,203140.739158552,215567.005283757,211944.462275074,1034970.25306149,1706991.10467542
"71",3.64070130497984e-06,8168.39876304285,6636.31325525112,6885.13987042233,180179.541573103,117867.579099768,211380.19206839,295782.210918359,822982.684009,1649882.05956098
"72",9.66313159251944e-11,1159.65057374706,2697.29268886673,29276.0604619367,6984.86933060213,64114.0729853167,158833.983726101,243743.767094072,794777.509476142,1301587.20633678
"73",1.12447223378983e-07,899.149339432494,2446.84562322494,29873.5639923666,41927.4470315821,164819.886257426,136059.358737477,248006.399968355,713025.455481153,1337058.10643113
"74",4.6210779836899e-11,3188.10365939306,2255.35746038181,48291.3005385729,14762.0920581313,38674.0433624913,202712.809236981,188323.702663458,645690.786349212,1143898.19532862
"75",1.07986553082326e-07,7817.65854756447,2680.01178983954,11548.7170109722,26984.3724328373,30720.98219706,186361.468359982,322307.863548267,703794.39543707,1292215.4693237
"76",3.23074402368904e-06,6699.76614172133,9937.03749100071,29922.0018405083,72216.2022331744,51093.5139682761,423639.244509481,226078.699294463,728092.314245578,1547678.77972743
"77",2.04734694981045e-08,4301.42285969243,9377.19756827539,9635.45126391902,3040.68297609715,22710.2367177688,163534.119809744,333857.997067916,655413.984374783,1201871.09263822
"78",2.95495454425084e-17,1116.25357865237,10243.4091904569,8656.04761572845,82616.6221007391,19856.9876253488,96936.1621749192,249525.427078831,720443.093303971,1189394.00266865
"79",2.89362172619167e-07,1282.62158592606,4957.23347252644,16246.0703256316,82363.9370631397,138982.119953593,148360.642435193,320352.136543918,645734.484607745,1358279.24598796
"80",8.25352562515451e-13,1420.72183927844,4253.79530289658,6283.39305274995,30908.5947023725,142136.845017504,53883.5968604892,360315.458489311,663800.90493549,1263003.31020009
"81",5.85973554715485e-09,14957.1766379973,10012.7155263456,17564.2024296305,16886.1691593178,37965.3666040171,95267.3489874542,350120.186858254,763629.26258664,1306402.42878966
"82",6.92966670307167e-09,13698.4130335235,14001.6390009141,6829.80746270953,11106.5596473438,357884.764182874,76871.8614134244,343328.556146886,710968.966731171,1534690.56761885
"83",1.71424717908777e-10,17035.0987891232,26801.8426904902,34305.9536529202,30219.855155847,41697.774379273,144072.646364916,232438.351025497,999803.07703598,1526374.59909405
"84",2.98767522865328e-14,4047.47416069917,717.179079743103,9399.3348395104,16737.9474099986,11645.7333906429,183788.853123543,302118.581377282,710164.867221666,1238619.97060309
"85",3.99907874281672e-09,6510.40430206779,15031.4494252417,11749.0538821797,30247.0914146133,54429.7071710983,100997.119038953,292373.86353344,749515.500626975,1260854.18939457
"86",1.61834674338937e-07,1715.99446640546,7728.89424815247,17608.9265362704,15249.6385876424,18831.5363371998,86926.3805396168,236834.111286242,686461.973699221,1071357.45570091
"87",1.53416138934689e-09,2528.0909694183,5858.11610379361,16023.3200266801,12694.2128252749,45098.8480113695,164707.624715652,257481.845277831,707169.786840655,1211561.84477068
"88",2.69459271202476e-07,50988.1585705705,7206.48217302573,16967.4594634536,60566.7936594002,67149.3057816144,146587.473065183,212316.64242311,853883.735715488,1415666.05085211
"89",1.10843842665465e-09,26312.9388050813,8068.58306785742,3768.84154054787,22317.1369049825,30020.0492469712,218644.218815561,241732.095278488,709979.387198234,1260843.25085772
"90",1.29046405156994e-11,2756.13533431965,337.908479585901,34306.2506770953,21958.7390339935,107066.093064333,142839.91494092,199394.928951125,668023.601886114,1176683.57236749
"91",9.99537403375884e-11,461.033291149919,18384.9367350775,16159.2211683575,26062.7306902307,55906.0551097463,140727.450021796,257977.940427026,719143.656964809,1234823.02440819
"92",2.54067163456456e-10,3342.80056587294,5045.42438562842,6565.33075507441,33648.0651478657,103929.084229173,130872.935649151,215134.448872551,791015.227544218,1289553.31714954
"93",1.12546992622221e-11,3468.78303596212,9595.33961529601,4757.41975242156,20432.4092665301,127275.967307855,180385.434177144,264589.429757306,719793.741267096,1330298.52417961
"94",2.17568271332675e-07,126.757062832398,284.877810806807,13335.4268970403,11429.62328141,130124.751485914,118241.992539951,241261.799500012,732137.064191958,1246942.29277014
"95",1.17944214787247e-08,984.156738824568,2391.60106270152,19410.4813177494,15326.008089679,43923.2492146673,89423.2402717214,260991.507630612,605685.858581159,1038136.10290713
"96",6.74204605650784e-06,11564.4350943094,45135.4827933563,40445.1925631012,17107.9938262847,75496.5278145395,237086.281049253,153148.349344762,752726.23611019,1332710.49860254
"97",1.14148457093775e-10,474.378043078795,3736.85624588748,21361.9119272962,28236.5094700656,65176.1384875274,171320.139403272,220268.537801324,696083.27527727,1206657.74665572
"98",2.31431551380135e-09,666.171749693805,11206.1612154438,10784.2384388039,8801.22074369791,170191.527092585,85811.5329816212,223680.618317907,703554.380155633,1214695.85069539
"99",1.35008729685636e-10,2742.70787290159,6217.82818387311,44933.1302206585,26175.6969358092,83346.5570442855,68780.3168632982,232494.412265254,797216.944127053,1261907.59351313
"100",6.39371604265113e-09,1029.28973432499,9788.24342489129,15165.6128123293,29682.407525171,95891.2659001509,170285.779342586,280369.80371115,725982.506705404,1328194.90915601
"101",3.55126243379714e-05,2250.54439968787,16867.467152843,15514.0743107126,39254.8770767983,205060.923404655,212136.150654547,430833.743789015,937387.272898797,1859305.05372257
"102",1.10148531875184e-08,855.172306712985,1229.64625178741,51126.8619533695,33771.0321731963,65675.6195052757,222140.043797655,228920.68003917,870889.140621009,1474608.19664819
"103",1.21750465135334e-09,905.600069006057,3679.96102865043,9622.60922573673,30677.0059715695,99386.3923449681,264749.036253343,395911.052558698,738335.30865147,1543266.96610344
"104",1.18680870637199e-08,9210.91753561692,9820.17170694005,17973.6820665683,10347.644486762,105249.057566005,136256.527661806,218733.973566737,768815.910417514,1276407.88500796
"105",3.17389422107629e-15,4103.08670962538,17960.0521407538,3961.16874074478,11361.3304679211,79936.0663571733,62294.2466651277,164877.20250667,694517.741923001,1039010.89551102
"106",5.9676056923621e-05,14110.0227345304,7806.81804905655,16573.5517744669,13952.3580875952,12055.611371136,138690.812280407,287049.380940406,611969.866508013,1102208.42180529
"107",1.67816733489268e-10,17885.1677329812,4248.65089484579,5768.10986180869,24206.7186617366,66112.4519401058,191374.788516581,277645.199003536,739038.551107903,1326279.6377195
"108",1.57706782333146e-12,4088.88045942266,11779.359688527,32704.0947442019,4797.726275304,23669.3133780156,149551.43889432,172975.696643915,633284.94546002,1032851.45554373
"109",2.34587551779364e-12,71058.1529017569,8402.12866019788,51280.0566748375,42604.4463680072,56101.2895352069,174398.663098555,281923.945240227,669548.885472319,1355317.56795111
"110",1.11955390800954e-12,2479.61727563944,8929.65236254992,15553.8628899898,12379.7903657937,57022.1020048473,283695.09073378,295347.783400736,862474.057901131,1537881.95693447
"111",8.14956106149609e-11,17737.834189776,7507.85846644787,46123.7082642433,71617.8156338282,103522.317126302,96961.1628162044,237030.406001302,793578.92708323,1374080.02958133
"112",7.07358612319468e-08,2913.23794279633,13226.4249347508,16273.6883470695,6565.53962409475,219679.308442066,118913.962166201,234809.132802416,977716.235171252,1590097.52943072
"113",1.00015319225418e-09,1577.12982704457,1508.82309582507,24083.2198641602,11278.8520189633,39607.4856336107,308010.943380363,170809.918439364,896193.463807426,1453069.83606676
"114",1.03815570788775e-07,3173.63260292583,8978.26174559943,35113.6473167829,7238.04860660476,57985.7787657575,214074.468311258,261676.746154726,807030.122566092,1395270.70606985
"115",9.96921269930782e-07,740.065924975596,209.961509287574,11417.8627235139,9994.62192334094,52640.2275162635,124846.06906156,248739.729568004,713153.813579174,1161742.35180712
"116",5.44588464072595e-11,2555.92719359854,8459.0879739611,98829.8762074845,9391.8650324885,79666.6317679468,153333.930393998,215862.009078556,788260.934064914,1356360.26171295
"117",1.06261883302829e-07,26724.1183208075,14942.4425204538,17097.8240315563,31513.9004490188,44085.3544129321,86504.9093218777,152641.931373195,797722.074894606,1171232.55532455
"118",2.43187774375054e-13,1160.03325605928,2011.57554989567,21009.6186110679,19013.8837729696,114556.632432551,84732.2219155741,175482.078611171,663032.196604029,1080998.24075332
"119",4.06712816405411e-08,2742.37592502452,12184.8150279847,14046.2010143131,17238.6016252412,144438.787666971,173349.31198625,290865.926507389,605304.529002125,1260170.54875534
"120",6.26186344703066e-10,1928.51244218345,5036.46126824915,17959.0582194471,23612.0846055314,69061.3141327427,144098.667583437,185084.784223859,744079.499688762,1190860.38216421
"121",4.88129377102251e-09,6060.80001577688,1500.36521024934,12691.0364465271,14215.2234694108,80647.173737483,177065.728726781,265415.070245801,694459.872392915,1252055.27024495
"122",2.30496397495789e-09,2181.31390826458,15631.3044769158,94437.2459676188,8133.59908526775,25835.8781548679,284650.2783871,207010.296611542,713300.624123834,1351180.54071541
"123",5.16238807197194e-10,5008.7302242615,29961.734991616,13590.3377113901,20768.4957759236,64758.2010579401,70498.3900331078,247708.282666695,816008.924189398,1268303.09665033
"124",1.19723125259182e-10,16698.4415658956,7267.58890534937,19233.23571209,37324.2810825371,31366.649090321,93535.7368870385,174919.566219893,724736.867331985,1105082.36679511
"125",4.69595957379401e-11,9304.40745354156,14463.8450536392,21585.0260201782,6048.30738212061,42588.9496287512,445130.001905176,315866.755961238,762770.999192415,1617758.29259706
"126",6.22424919368677e-12,7553.06639301913,24389.5891088432,60479.7623083486,55509.8301872716,50723.3955891467,118481.589341633,299928.238165473,699130.288492091,1316195.75958583
"127",3.96977647340503e-14,7695.27517011821,89369.0506600109,7486.49069757582,10927.3692560563,44637.388741446,102103.882359845,367180.693223326,741153.088912771,1370553.23902115
"128",5.74078448061819e-13,426.8297951373,3308.63037483465,5563.92740260773,13097.3626166884,55377.356956983,125878.185540774,208889.56242521,739000.625580414,1151542.48069265
"129",8.72578451515263e-10,12796.5785892803,7993.26207309982,35570.3913319086,14556.643842676,396476.149093369,146640.954185666,352469.063318214,712298.959931312,1678802.00236553
"130",2.67730810104808e-17,9960.10437897848,34052.6987785789,5539.78088438637,6438.76589840296,36479.4931896114,178771.921916457,242006.265063601,655291.011787946,1168540.04189796
"131",1.37969667214902e-08,3963.77364535986,1403.10002701025,16296.0187891963,120584.687637016,90442.7357353553,67702.2121825232,281843.528756437,674940.598103548,1257176.65487646
"132",1.06350838922877e-13,1322.55554515113,9466.36367909866,5153.05780193082,12585.3061324527,43185.8067655063,129522.695587099,284754.223251379,686262.552614052,1172252.56137667
"133",1.94339241571832e-06,3862.9942252163,3640.20358061941,24496.5311287783,26510.8401491551,24551.1178450416,96641.8215730927,318425.262168651,681305.623752877,1179434.39442537
"134",0.00147626475970111,115498.222388001,8455.74558733536,17312.5446399867,21128.2462827146,17711.5955186038,130726.498017029,199604.093149258,766337.353125859,1276774.30018505
"135",1.21368176689283e-12,57532.248001891,4414.72432045089,12063.3702146516,18440.3260509633,7661.99269825253,115595.852163301,206236.327199865,787331.413288864,1209276.25393824
"136",1.52919194726524e-08,4360.87620900325,35099.2629522553,12424.2276053832,33502.714910278,211818.860413923,106334.966986536,255526.064221478,657359.830324876,1316426.80362375
"137",3.47127457417326e-08,5752.55586078621,1980.37753761206,32823.5515025732,4989.07944997522,82434.1918787553,90329.3935561056,231311.835018967,843468.846905471,1293089.83171028
"138",2.72005881193803e-12,6284.42135152996,2982.39667131601,21252.8767030457,39818.1976276691,74290.7571421167,220779.320096188,380320.699022727,839604.300538034,1585332.96915263
"139",7.25650910250126e-11,31337.4790074311,18022.1568709772,21066.1647263344,42021.8734743726,34946.7337609106,83274.9877436403,184442.077554173,625000.336919778,1040111.81005762
"140",1.4775632009129e-10,8575.19444280819,14440.0795002236,18709.939337406,19279.1374361982,129176.32725516,194611.776902968,228198.982549418,701459.040759708,1314450.47818389
"141",6.35371109257438e-13,20916.849477557,24481.5879269115,16131.2576677633,9751.74735246849,24791.7051607237,132479.413461196,322802.119406373,700415.065603146,1251769.74605614
"142",6.36515003536958e-10,3775.52729316577,12366.2456912059,33472.2702467231,32800.3926139142,206736.90563287,118413.191801696,511142.690761704,652833.790889336,1571541.01493062
"143",3.49470990495272e-14,11570.8079760235,2170.0913461474,30353.245091836,11931.9308936433,41966.4797846005,134422.87237394,274016.910433559,619996.358569911,1126428.69646966
"144",9.86990768396604e-15,5486.93191644192,3271.43194708144,14707.0485566114,54088.1007486868,39053.1668347303,70362.3171676158,229530.346368555,705337.609278763,1121836.95281849
"145",4.78750984059027e-11,1881.03131280991,5859.76725532052,23807.5297856845,20200.1823487489,79259.4637164802,99830.9754059624,260875.902695741,577683.641569257,1069398.49409
"146",2.27767372751991e-10,16423.3253647107,10975.7640613907,13657.7105626828,19941.1376033514,56634.2633980709,212954.763459609,455860.793093835,726884.623927129,1513332.38147078
"147",0.000200782828201416,15304.1041475992,2915.05134949447,33360.296364945,63823.1651710275,69553.8867098351,248077.650809574,284144.75344102,652734.365795925,1369913.2739902
"148",2.92776225500956e-11,1231.65970528766,42827.2957768812,27008.9230802767,23084.3551281848,147835.929627975,201877.654613847,222692.138354398,823389.146441509,1489947.10272836
"149",1.40274203518592e-10,264.568491244912,3582.92424279648,17740.7047850097,72045.283918348,175265.932815203,87210.8126640922,269273.303944334,856279.852408307,1481663.38326934
"150",1.10717447369117e-06,5606.50196248806,18488.2512121921,25357.6614247695,37899.5116506254,156427.681245289,140386.196915877,153041.163581189,650426.12548797,1187633.09348151
"151",1.39940249916245e-09,50113.2371590177,20043.3600232259,29712.4887986527,56129.2972681836,124902.445733689,152774.078084091,300089.183477934,763523.836181483,1497287.92672628
"152",6.62478412592509e-11,1002.94341884626,5522.49909160577,4087.21401991477,13974.8249119944,27197.9013526661,110000.526988018,294983.463342122,720419.171201319,1177188.54432649
"153",3.53777018011149e-14,3700.14310483847,15042.562345249,34018.0252712887,42935.230388124,24336.9545020264,325246.036239285,326371.367064136,745349.610594883,1516999.92950983
"154",5.31234671384098e-07,2600.99302134176,14886.5916527682,38546.4672434654,29692.1690250641,206811.663804877,160675.105132519,255851.446224236,835916.028586989,1544980.46469179
"155",4.29353611571048e-13,1562.5090099906,5524.43456738969,81288.6471680953,37561.6526977071,25302.1206091131,165070.147725815,288356.454567725,732522.497772285,1337188.46411812
"156",4.78169969591198e-10,5733.24397579162,3862.93984387506,22871.7659332615,12075.8932896122,38090.2175390969,148113.1284084,159565.64575142,664179.567720267,1054492.40246172
"157",2.14196350222071e-14,8993.60586680324,2380.67120481645,11409.2429595884,7733.57211353206,21942.7878362642,172081.28409567,230389.242637775,710747.734623171,1165678.14133762
"158",1.31474311401234e-08,4479.75355928686,10958.3692312519,23298.1142692796,13355.6965488003,70350.0863844058,92777.6129111496,306496.938520271,682259.803098647,1203976.37452311
"159",5.39829855128431e-10,705.316802751154,3492.48305652836,32289.5529194179,10691.7185462907,51367.1585048985,129807.164113299,339659.538638655,792210.399808914,1360223.33239075
"160",9.24646280832733e-11,4522.87561389875,4046.78450174258,42595.398369642,35271.3889352138,97417.156873886,92917.5763872275,186908.913037869,905686.455704019,1369366.5494235
"161",9.25724372997262e-12,6628.43106181924,43623.9213075563,50568.327314389,35606.2502220244,70249.9161322954,107602.3239849,303430.875443632,803957.23524339,1421667.28071001
"162",2.66130997322412e-12,6969.86419327242,6637.60188769901,24509.9388278849,22152.0648754882,65920.6128856483,241561.645681377,299115.525301478,726575.797375527,1393443.05102837
"163",1.51754855270606e-12,11747.166050943,4741.65499921182,51124.6511418779,23543.7158093581,21399.5960491479,134424.530783529,197068.975118574,808749.586305171,1252799.87625781
"164",1.1051027828879e-07,17687.5948652166,4321.22084725002,3352.75136469809,48142.9998002299,67466.9640035886,145866.125326632,409709.385355056,724109.687478853,1420656.72904164
"165",5.41380826198535e-12,13368.3984418944,5604.66337808448,13124.7154991883,13172.7274029448,55961.2818833147,251273.98346902,379419.232210061,764113.114649107,1496038.11693361
"166",1.07953215803291e-10,781.775027146542,5849.90736591499,9027.6429491744,23637.8057712921,149932.26382718,173758.328952297,238366.026996684,723703.636804794,1325057.38769448
"167",5.43776906770485e-14,577.062007222685,7272.4502450251,28089.4308376671,9115.78987228694,34243.7524527244,72995.0088807738,366195.688515553,751735.468543521,1270224.65135477
"168",1.09183044891042e-07,3857.36219732671,20741.6394425297,6999.73306246756,38145.9061539236,22897.5391758673,146484.254944166,261436.327331213,767827.679201271,1268390.44150887
"169",1.00069743364061e-10,12137.544611799,9395.19607046938,49004.2692418633,16081.7442489063,37318.64153123,73984.9047415717,229329.733494448,813875.6472158,1241127.68115609
