"","x1","x2","x3","x4","x5","x6","x7","x8","x9","provision"
"1",2.12111358122356e-11,908.723692401492,5309.05114511442,6688.04543971854,16509.9875879856,81836.8007136593,138304.355535321,311231.515605525,700048.703519741,1260837.18323947
"2",7.38055735072635e-09,3718.2991774161,2294.50195959432,6100.74855816631,9172.46947528653,78684.8728350108,172482.329145046,200446.952662186,791402.537703282,1264302.711516
"3",1.04859716760715e-16,4405.22566193936,4014.16503248801,15598.3312849581,8956.95837691283,34051.7191145587,178438.397012952,416317.230305048,757595.4173399,1419377.44412876
"4",3.75769752510986e-12,1435.13886130081,5875.92910383275,25983.8189338552,6778.44382023374,55154.857179061,147245.945678428,221025.632073181,750253.768623426,1213753.53427332
"5",1.57303542924811e-11,5702.98401977775,420.935609540048,2961.65715095598,13762.3617639238,30928.3923698899,219506.774221565,305652.636240478,743887.11814111,1322822.85951724
"6",1.00904813939908e-09,6653.85100661242,9047.8607140675,43759.7096015213,40956.9832646838,68855.0047921569,177266.688541821,290360.738628008,723931.960623059,1360832.79717193
"7",7.61939669777173e-12,601.819654414813,2771.38323384461,5585.63249389026,48286.4545187638,67163.8427101499,89382.61267909,145405.049409131,812721.353347281,1171918.14804656
"8",5.62492093186608e-10,4348.5686770352,7767.64451886108,28630.4459755749,15282.3233326937,236900.283023222,100912.86131076,264843.641280488,721235.851417823,1379921.61953646
"9",2.1868072993994e-11,11983.0533296957,5071.82285966787,21088.1443637564,18060.4054389814,96316.182910413,123217.658894302,374630.586168526,777335.565571668,1427703.41953701
"10",4.09480885619349e-15,11628.406711867,5470.81217575521,10131.3248297495,18585.2978025993,138007.923862996,89522.2991875086,243452.907814778,829683.195446554,1346482.16783181
"11",3.99926742186505e-09,1623.07778018744,7697.00233137827,36181.0515106824,20994.0457656805,39353.2377656101,128542.644493242,336285.98996737,872786.213124244,1443463.2627384
"12",9.34942235557823e-10,1782.79383794065,721.096742181236,18290.3763461445,12273.0258998322,34967.9634687467,256199.200480788,139293.693968098,765562.305924,1229090.45666773
"13",2.03670128940029e-09,1157.3070458891,5237.23650534256,8469.84826168822,100138.271582502,68664.3294000411,104168.629548317,153585.791799446,775275.520008989,1216696.93415222
"14",0.00165155214613011,4912.54538077801,2302.09368829226,34114.110759049,6639.34371508613,42244.7098112305,85189.3821013837,200659.801961936,741479.242064454,1117541.23113376
"15",1.11999935495572e-11,14337.9424804349,11951.8787567126,24081.894544115,17861.8793340308,151072.533020344,120109.068520389,235034.321067094,818747.650952676,1393197.1686758
"16",4.07035345003061e-08,1588.21748786415,15532.2345765551,14677.0191277591,15456.9815801446,157001.159243779,249937.7405857,203407.35447944,723653.044391811,1381253.75147309
"17",3.28411855748645e-11,1120.98021512999,3685.8923016769,9315.48437587788,27686.6136520716,61975.1143855002,224212.909092723,308966.944060614,787994.417913105,1424958.3559967
"18",1.3232865493821e-07,504.314213097334,6752.36672810013,5369.55140029035,10042.2158537413,76544.1732562956,192679.940530799,191687.228422261,674475.424391004,1158055.21479572
"19",3.19466436421542e-12,1714.31601431675,8430.68840261985,9244.42934578361,9157.36831515218,14069.9183320104,111495.308788468,490843.516780202,645712.30754405,1290667.8535226
"20",2.65108187030412e-11,326.466387115744,38439.0177393008,26037.0318537644,8738.79848520116,21443.9848129435,104011.68714512,234740.984366934,667018.004418935,1100755.97520932
"21",1.94533046600165e-11,1154.48526816806,4791.46349696676,25836.7923196897,45737.021794161,59895.7127136122,123075.095843519,301570.035221291,742278.931135851,1304339.53779326
"22",3.14669129439874e-08,1889.75333389058,19652.7133810952,13247.3808411698,6385.56742058665,77875.7093446537,90999.7413831994,184512.649247083,911566.85552001,1306130.37047172
"23",2.05966623797072e-09,7666.65586671547,29425.9654923448,42864.7730168996,15710.4631172648,82236.657647018,155083.102270034,225058.078487029,781507.792242255,1339553.48813956
"24",7.87954756948585e-06,5705.4949941046,2536.94632345439,55082.630228339,12323.9878388489,38305.9485731268,80547.1171588176,332205.942746994,727251.715378321,1253959.78324989
"25",4.92546550788849e-11,11580.4209772077,1784.72585412749,7210.0272212396,75786.8618407724,59081.1270826541,45161.8808371215,204445.384491158,874306.305369993,1279356.73367427
"26",1.26878747829787e-09,1819.91225294406,5028.1933082352,14799.4533195102,15067.1283862721,29201.2658094238,156298.524355996,309249.854824391,760732.755942539,1292197.08819931
"27",5.76315230889485e-09,8722.75910129991,5980.02099564071,8498.28508451496,52467.4516818407,46252.2508783126,147216.31832752,395616.258422758,743770.292019149,1408523.63651104
"28",2.10220343897752e-11,5059.95736510168,4348.77063983567,11893.8910988397,15352.6249857133,97560.260753695,218491.379302911,307538.670091866,802960.098924328,1463205.65316229
"29",3.38927746058514e-09,1163.776294566,4413.07754017878,10217.756966306,86951.5335947321,43761.2917990559,74717.5854584366,171208.67482264,769771.31040906,1162205.00688498
"30",2.44336877746237e-12,25519.5970540168,120835.622535538,15045.2141383226,60630.9454899943,47434.9633770074,342482.463458597,258162.837446689,800383.613108499,1670495.25660866
"31",2.77439126985077e-12,5741.93592008691,7933.20836139156,53631.4767869628,6231.04960423938,106812.798884761,309111.587920997,293474.378330717,837925.343353547,1620861.7791627
"32",4.00180328116916e-11,4369.32920809482,10351.877115971,10870.0621473105,16665.158178193,32551.6544879173,296765.92470538,277244.479843447,770526.952809044,1419345.43849536
"33",5.3054830883344e-12,870.158858713031,30395.8940357137,70968.1556096413,32590.4055759266,71196.9454654649,125439.565262593,135412.892270272,648549.945626171,1115423.9627045
"34",2.26231218648386e-11,1821.28570332694,4078.35766519079,18321.8775594982,27746.4530812137,27928.7864113284,231586.525261458,363238.426709936,679925.270198282,1354646.98259023
"35",4.02840684311943e-14,5199.16825045518,4082.12609002846,5081.40771044221,11961.3199671324,58288.1010422605,149226.7171317,207997.788281371,768898.755238851,1210735.38371224
"36",6.58691103145134e-06,11590.0195809224,7061.79015670303,8323.94900478139,18733.5955279145,24762.6693282395,85197.9022834075,341722.148797811,751448.459835539,1248840.53452191
"37",2.64798607899051e-08,9226.94269009912,10152.6874643237,11968.7148859799,36577.5367312233,16753.9313206013,97295.3296127161,138797.161567419,805785.813295851,1126558.11756824
"38",2.22021395850382e-10,6544.54480847931,3268.11784328051,30495.9059025311,64022.8054663055,28536.4035567733,129838.778767627,196889.313343006,560603.616525215,1020199.48621322
"39",5.84514907770179e-09,14988.719491066,7827.08812397619,15184.244296908,6513.00921344383,50421.1370161597,213057.326767004,359470.997747466,723590.112448141,1391052.63510417
"40",1.32148758765861e-11,178.230817970738,8359.62360435955,10730.6593648893,47979.6202153527,74721.1598405774,74709.9480597561,271821.992753829,746833.107102875,1235334.34175961
"41",2.36597109189536e-09,6240.78117885158,9440.12801677902,11136.5464577118,27932.581683479,68678.7496800636,173105.995604928,471756.351135158,772657.708107401,1540948.84186437
"42",3.08680666301876e-06,1963.19458328237,18574.6902303261,56574.6697805115,25727.5569809945,87273.9820790186,105950.491088228,221105.987672343,713551.913786157,1230722.48620395
"43",3.45089635495054e-11,1039.35540948103,6383.52116723286,11199.8048114083,10990.8555881484,147796.429637978,97650.8119175572,265239.903517658,792240.717692547,1332541.39974201
"44",4.53768603381704e-09,1344.91184947056,8845.5366913843,30769.5210795667,12129.8445843073,162860.07265437,61711.3149145563,205784.593297045,763807.996370626,1247253.79144133
"45",1.8101145903659e-11,5105.43217160539,2048.10810353886,52226.7298798831,8177.44133423042,100354.218777437,107494.82219055,336531.496595105,713723.444732722,1325661.69378507
"46",3.20413413345946e-11,367.164134227779,38942.782511349,23242.4605716148,6731.05029707566,42981.9208599568,87520.6161485505,331498.99917276,682203.903676631,1213488.89737217
"47",2.43418055126231e-11,7210.52709624618,5587.72053801154,18494.5754528127,20168.2226151378,46106.3449645801,128304.937065647,310846.844750762,748046.002446852,1284765.17493005
"48",1.00437948459147e-11,856.338880062571,1133.1982181951,8374.33555069991,48705.6811643498,98550.9833504239,122583.641759256,161419.345182675,733502.762374716,1175126.28648038
"49",5.35868543342412e-09,5073.59980388739,30258.3304716657,15173.714560973,5902.93701449739,85206.4506778364,217427.726823872,306789.749506464,907446.996977682,1573279.50583688
"50",3.63620217592728e-13,860.989935441433,1610.8262600513,29389.1059724211,13642.5587367075,17356.7939353815,45513.7535934224,435030.540741063,845460.158456719,1388864.72763121
"51",5.69138018456184e-09,1502.70163012479,47340.8920863305,30600.4389334183,11567.7039664712,56815.7431268358,290857.911291862,337364.521844389,792184.118033445,1568234.03091288
"52",1.15623539055347e-14,2438.76805886636,851.206549449323,71021.8383568595,5869.17762694047,43879.449334999,109651.22689047,415382.809214909,795994.22546054,1445088.70149303
"53",3.83360579212118e-10,797.362749960774,2511.35039628857,42104.0334851464,16850.7901879329,178157.268643133,196172.934586868,212531.383699582,708931.680123236,1358056.80387215
"54",6.36742982589177e-10,6822.87759030841,7238.68096971191,8685.17613233127,19233.0274821962,47382.9812115669,126680.782282084,206600.161101028,717401.593561834,1140045.28033106
"55",1.32084615999525e-12,2484.91371380071,3163.951207382,32202.7651217175,22165.7575145291,61544.1046859014,168938.041484544,401745.446825745,742224.743682684,1434469.7242363
"56",4.04594128398268e-11,805.642081345518,24132.233551153,8247.64886432207,41455.4974379265,21667.3345122035,93735.3125911405,275445.090267056,670908.040077848,1136396.79938299
"57",2.71198955479875e-05,2203.43163892588,16807.7541077231,12802.5005115731,19470.865890986,121843.432370099,119894.09979091,276466.578208434,795333.220458081,1364821.88300385
"58",4.01394473003628e-07,2225.54802607352,9358.66691405039,16365.8315762795,15744.777566092,87199.275021215,123389.958867553,290577.830218281,863430.83104766,1408292.71923761
"59",3.29173186126448e-08,3863.67790256885,4245.29858426539,3871.7161424096,14782.410727731,40629.3559984485,98715.0013936395,227133.772956116,676156.909955602,1069398.14366081
"60",7.31991573635063e-08,12918.659515116,1480.80437412735,71099.8702825692,15544.8860504757,122293.56584017,66119.9334698372,326210.788633157,842487.656026341,1458156.16419187
"61",1.85875954207981e-09,1456.47294680138,1006.15190813986,12272.1272964583,20417.5959384259,52774.4304877736,104055.973541601,160608.772921485,791845.821631128,1144437.34667182
"62",5.06053533666905e-12,2598.18485663436,20581.5997556077,12293.5683842883,9265.63813654599,38454.9262717941,87658.7092028816,267150.114633678,669896.307635461,1107899.04887689
"63",1.69081288839168e-10,1626.67656691616,1340.25946454877,26779.9236762791,27458.7939816989,212986.373064794,55407.7319050316,390228.274087298,743794.798508872,1459622.83125544
"64",1.12136787476639e-09,7591.14817026007,1023.81608012278,27609.3071850957,25199.8111736988,44679.0894572451,159068.200434077,239161.627907994,760847.231763149,1265180.23217164
"65",6.24988558010236e-11,1737.50169655008,6406.88107327106,12341.716285553,36672.0162819213,85143.2734104271,243184.395394696,231598.938923407,805400.63386384,1422485.35692967
"66",9.81185547938862e-09,4029.05000351503,3463.28615246863,11864.448596865,29825.5795479734,23481.3403970489,105024.941000182,193365.191630469,708664.347169035,1079718.18449757
"67",9.62222017441671e-10,25499.7136544757,15386.3839777477,17437.4610884962,14008.2386214895,20392.4757049163,170545.383035667,149995.24407274,698244.045690006,1111508.94584554
"68",7.56725963219561e-08,2279.71784947451,5404.46267033904,8325.45679245396,24939.6040094989,265817.661305142,144241.748021602,303679.313106375,780980.004860625,1535667.96861559
